#PosX[m]	PosY[m]	PosZ[m]	Radius[m]
-0.009441591507	-0.02077494175	-0.08420070394	0.002
0.02546077143	-0.01836469298	-0.0455733149	0.002
0.01856565659	-0.008774662161	-0.06345023307	0.002
0.04895273597	0.01680062557	-0.04259246675	0.002
0.08291548542	0.008971435159	-0.03891977911	0.002
-0.02606039006	0.01699868792	-0.07232431014	0.002
-0.01303752502	0.02459208552	-0.08085035603	0.002
-0.06858391934	-0.006758762478	-0.06993956749	0.002
-0.02977568762	-0.005621809869	-0.0779350664	0.002
0.04030627593	-0.01342473029	-0.07628751577	0.002
-0.005757737586	-0.004565805408	-0.06075694359	0.002
0.006574933311	0.01684673511	-0.0911077369	0.002
0.03863997224	0.02710737887	-0.05021381324	0.002
0.04038127663	0.02093529136	-0.0791507325	0.002
0.04201106819	0.02738243495	-0.08349640148	0.002
0.06561854203	0.02800005672	-0.07143294693	0.002
-0.04563701155	-0.02149983613	-0.0488170732	0.002
0.01185791032	0.005600470865	-0.09026163049	0.002
0.02581395811	-0.006659256757	-0.08718453538	0.002
-0.02824542196	-0.008691492526	-0.04285772563	0.002
-0.05744538134	-0.007348677885	-0.06739484017	0.002
-0.02786835179	-0.007666598707	-0.0913414305	0.002
0.01931769252	0.02379959977	-0.0902375734	0.002
-0.0158721428	0.01455218172	-0.04958470232	0.002
0.00655175496	-0.01778728586	-0.08215074832	0.002
0.02435166828	-0.003564531823	-0.08464134329	0.002
-0.04107303915	0.02799776733	-0.07571474968	0.002
-0.02178605706	0.02352157567	-0.07284952947	0.002
-0.07232972303	-0.0143405556	-0.05126132375	0.002
0.04532394338	0.0007916731408	-0.05242528718	0.002
0.001939444614	0.02539162474	-0.06820563089	0.002
-0.07639710248	0.02800033756	-0.04261187183	0.002
-0.01479912579	0.01010103234	-0.08570996117	0.002
0.03708911609	0.01068488014	-0.08326995911	0.002
-0.02083718997	0.01593519358	-0.08872950495	0.002
0.05959326999	0.01910086572	-0.0397981248	0.002
-0.04304140811	0.01954755497	-0.0525703289	0.002
-0.03701139525	-0.01606462908	-0.09071288961	0.002
0.03507978571	-0.02788157792	-0.07975273786	0.002
-0.03361037802	-0.01986175442	-0.05887978469	0.002
-0.07568328344	0.02403766685	-0.05394144663	0.002
-0.06491323399	0.01085699702	-0.04415263713	0.002
-0.06021110053	0.005302168848	-0.05072518291	0.002
0.007971563252	0.0247465976	-0.07038760631	0.002
-0.03218339391	0.0117867946	-0.07933432171	0.002
-0.03344311099	0.02526875555	-0.08079865238	0.002
0.001316082233	-0.003921252679	-0.04446830742	0.002
0.06850340169	-0.02467223776	-0.04709473739	0.002
-0.08442956701	-0.008198089358	-0.04187058369	0.002
-0.05002836969	-0.01369320088	-0.07595315422	0.002
-0.02938461393	-0.004636350865	-0.09346516943	0.002
-0.005828700452	-0.007434819715	-0.05567989343	0.002
-0.03067027454	0.02443177289	-0.0696709247	0.002
0.05043233312	0.0009973588412	-0.06235278242	0.002
0.01990535352	-0.01519467245	-0.05157580115	0.002
-0.01957015468	-0.02800027528	-0.07847504063	0.002
-0.02862971158	0.005902707849	-0.07379679146	0.002
0.08074740679	-0.007817707782	-0.03984265452	0.002
-0.03275689869	-0.02441017138	-0.06650587538	0.002
-0.03740481477	-0.01595062627	-0.08037886224	0.002
-0.0598302182	-0.02471416923	-0.07755591909	0.002
0.05144601094	-0.02133646198	-0.0758999692	0.002
0.05775277283	-0.02800031847	-0.07420388594	0.002
-0.03634425648	0.01471116825	-0.07099717016	0.002
0.0789380587	-0.02732976746	-0.05804762392	0.002
0.03577897107	-0.02504704326	-0.04160530474	0.002
-0.06363583048	-0.02658052033	-0.0441442201	0.002
-0.06276617749	0.01026890249	-0.07524564637	0.002
0.002153021497	-0.02078408518	-0.08395790908	0.002
0.01362139393	0.02800119296	-0.09682070147	0.002
-0.04225542698	0.01097561557	-0.03976673268	0.002
0.07637518998	-0.02800028787	-0.04754131241	0.002
0.002748943223	-0.009382738447	-0.09791450481	0.002
0.02159584924	0.01876396919	-0.09554183478	0.002
0.063081284	-0.01424953182	-0.07496747295	0.002
0.03643351883	-0.02381757179	-0.08921387883	0.002
0.04372103317	-0.02800071592	-0.06937620331	0.002
0.07511689938	-0.02569605724	-0.05194302143	0.002
0.0135976123	0.01867118891	-0.08087111184	0.002
-0.05365688921	-0.005634069146	-0.05314897576	0.002
0.04264037077	0.006909154441	-0.0839429731	0.002
0.04465980136	0.004510935086	-0.04402487312	0.002
0.02794604961	-0.01184900367	-0.03984367883	0.002
-0.02346218756	0.02018595382	-0.08276094527	0.002
0.05438394197	0.01994019618	-0.07276233412	0.002
0.01091969751	0.0005907091148	-0.05551799283	0.002
0.04416604006	0.02141003018	-0.05479538925	0.002
0.03635993532	-0.005450213694	-0.04249139595	0.002
0.05289616019	0.02128576385	-0.05005229155	0.002
-0.04451899745	-0.005800797872	-0.05144968384	0.002
-0.0493789655	0.02237103341	-0.06710142133	0.002
0.07057805047	-0.02800047282	-0.04082676383	0.002
0.06099205311	0.002515818702	-0.06384458638	0.002
0.0399499624	-0.0163563613	-0.078983875	0.002
0.07029141478	-0.02407537055	-0.06326061127	0.002
-0.06061250342	-0.009329833136	-0.03945868079	0.002
0.04127890402	0.002875026538	-0.04569468326	0.002
-0.0577582113	-0.02408157613	-0.05979211854	0.002
-0.004498004381	-0.02234895804	-0.08910004663	0.002
-0.02528885294	0.00740791085	-0.05685435671	0.002
0.0402523978	0.005411124409	-0.0642008219	0.002
-0.07284454429	-0.02800020925	-0.05014776572	0.002
0.07992248195	0.02800010932	-0.05067846945	0.002
-0.03468113313	0.007301859279	-0.09161995682	0.002
0.05088626883	0.02202551157	-0.07544291734	0.002
0.03217594067	0.01898485451	-0.09252225769	0.002
0.03958410135	-0.0008401651381	-0.07334879284	0.002
-0.0006292407046	0.008069629936	-0.06402037714	0.002
0.02353370036	0.01768239422	-0.0922152988	0.002
0.05924761131	0.0215971348	-0.06679998736	0.002
-0.03948791392	-0.01204893276	-0.07921913962	0.002
0.009424819898	0.02485819564	-0.08409194654	0.002
-0.01785801708	0.0134292202	-0.06404773548	0.002
0.03508773527	-0.0002061701508	-0.06472688955	0.002
0.02251379694	-0.02171097636	-0.08053225611	0.002
-0.0227369565	0.01632017076	-0.07020507735	0.002
0.04582713884	0.0279955325	-0.0824701136	0.002
0.05665004741	0.021689582	-0.04820251904	0.002
0.03100934449	-0.01318812848	-0.04612363104	0.002
-0.0522690685	0.0009780763008	-0.07978358662	0.002
0.06648796064	0.002630906698	-0.05009265721	0.002
0.03849964089	0.01286008398	-0.07015850951	0.002
0.04540355899	0.003573644149	-0.03743578807	0.002
-0.01071703127	-0.011071119	-0.09180724504	0.002
0.005663760112	0.02452835934	-0.0571732228	0.002
-0.0357253831	0.02492249289	-0.07620589291	0.002
-0.06797231488	-0.01357132857	-0.04207937574	0.002
0.07566391015	-0.009054877759	-0.04387993209	0.002
0.01943205839	-0.01128743743	-0.05739614694	0.002
-0.02965512822	0.004842467842	-0.04271058619	0.002
-0.01595527657	0.01236251077	-0.09664558851	0.002
0.07529953468	0.01584602498	-0.05212240259	0.002
0.03688265024	0.0251851603	-0.07449124882	0.002
-0.02533143226	-0.02721717619	-0.08390145095	0.002
-0.01977494701	-0.006010271237	-0.05559690013	0.002
0.02093294201	-0.02441791064	-0.07787447553	0.002
0.03920847606	-0.008101661722	-0.04156888177	0.002
-0.02336420617	0.02800036145	-0.08146014019	0.002
0.04573661093	0.01217998208	-0.06583810619	0.002
-0.01689205214	0.02800092016	-0.07595164464	0.002
-0.005711737555	-0.01281174858	-0.05485768787	0.002
0.04356382736	-0.006073020997	-0.08773580128	0.002
-0.05291816921	-0.007823916486	-0.05641301004	0.002
-0.08260699193	-0.006597986636	-0.04509388153	0.002
0.0446790495	0.02724556917	-0.04842145088	0.002
-0.03097110413	-0.01734716003	-0.04432769106	0.002
-0.007714331754	-0.000907212263	-0.04812553926	0.002
0.05950148596	-0.02029307945	-0.06489782047	0.002
-0.00957786529	0.0008157864078	-0.07908850805	0.002
-0.03713058063	-0.02029009908	-0.09066095193	0.002
-0.05811523098	0.005670581749	-0.04116667389	0.002
0.0397130337	-0.01820449655	-0.04150923006	0.002
-0.0154486565	0.0134632144	-0.06729080775	0.002
0.03138464696	-0.02025216245	-0.04151959071	0.002
0.05082662546	0.01335545542	-0.0797013394	0.002
-0.0191049332	-0.009538379529	-0.05735662148	0.002
-0.01014956491	0.02800092742	-0.09004583339	0.002
-0.02845322079	-0.007723591861	-0.0487626747	0.002
0.005847475124	0.02653456056	-0.06322411643	0.002
-0.0001742569223	-0.007520057933	-0.04537521035	0.002
0.00984710686	0.0250370402	-0.08011960224	0.002
0.01493009865	-0.01915198045	-0.09299932989	0.002
-0.06143177216	0.00451623193	-0.06701825261	0.002
0.08567483614	0.01504207429	-0.04755444947	0.002
0.05296197952	0.01946574556	-0.08243675816	0.002
-0.03611481221	-0.01115386416	-0.04516906267	0.002
0.01216044959	-0.01281417758	-0.0610655407	0.002
-0.079321357	0.02442736671	-0.05226741376	0.002
-0.01068547073	0.01708841504	-0.09395751984	0.002
0.03048082021	0.02735949962	-0.04507853398	0.002
-0.02312554578	0.0094028797	-0.08638128026	0.002
0.0878830243	0.02800020712	-0.04327518691	0.002
-0.001056667538	0.01033900436	-0.09718076647	0.002
0.05748550473	-0.007400191493	-0.07913568096	0.002
0.06112992855	0.01430536749	-0.05777973329	0.002
-0.02639297427	-0.008295901376	-0.08546777726	0.002
-0.0004718584316	0.02420390667	-0.07630400021	0.002
0.05068615091	0.02032994258	-0.04186212582	0.002
0.03326467187	-0.003037903178	-0.07144294208	0.002
0.069921163	-0.004566924077	-0.04111990672	0.002
-0.07698876544	-0.02295713004	-0.04936217651	0.002
-0.04164858164	-0.009378464604	-0.08126667887	0.002
0.008137988995	0.01375066213	-0.09324156556	0.002
0.02218947206	-0.0003396525014	-0.05144466431	0.002
0.01679642093	0.009263011696	-0.07631368304	0.002
0.001632895698	0.002387079558	-0.07955861423	0.002
-0.07600470602	0.004147422274	-0.05006533481	0.002
-0.05044852308	-0.02103362393	-0.08396328243	0.002
-0.03595842237	-0.01001103612	-0.07745042288	0.002
0.00230969857	0.02183347274	-0.09792652617	0.002
-0.02535244967	0.02442642699	-0.07713946009	0.002
0.01656502131	-0.02800014776	-0.09654824013	0.002
-0.007207742315	0.009732818119	-0.04418028003	0.002
-0.02269038289	0.01784618524	-0.05077184482	0.002
-0.01740862108	0.02800073919	-0.05464060486	0.002
-0.05582351746	0.003198220857	-0.05524545674	0.002
-0.03504666788	0.0122330894	-0.09148785246	0.002
0.06140586772	-0.0002099886007	-0.06676079334	0.002
0.03447827122	-0.01024710097	-0.06721421631	0.002
0.05322821512	0.003919235801	-0.07643433732	0.002
0.01874811272	-0.01783191752	-0.08501915266	0.002
-0.08858042747	0.000782262874	-0.04190669006	0.002
0.03223030491	0.01846128571	-0.06882110955	0.002
-0.0200781955	-0.01442016591	-0.06809569117	0.002
0.06960953306	0.0001166870795	-0.04062991013	0.002
-0.04582557582	0.01388516641	-0.05325196602	0.002
0.0009682569704	0.0162269851	-0.09476333407	0.002
-0.002221369753	0.005817621462	-0.05722983601	0.002
0.02718021583	0.02359220604	-0.04928984803	0.002
0.05273518602	0.008657185651	-0.06482782923	0.002
-0.06886138206	0.01091140882	-0.05565041522	0.002
0.01831608328	0.019340947	-0.08978304107	0.002
-0.004298556736	0.0158341651	-0.06054012327	0.002
0.03707467844	-0.009222827826	-0.07440199121	0.002
0.04263263505	2.222323219e-05	-0.0630175232	0.002
-0.05218714256	-0.01123108667	-0.05444711763	0.002
0.06554385191	0.02082762437	-0.04505521769	0.002
-0.0280365343	-0.02800003065	-0.05436870062	0.002
-0.04632134006	-0.0128836818	-0.08204662516	0.002
-0.007950104467	0.01721731477	-0.05967497431	0.002
0.02593624619	0.001149063915	-0.08419359931	0.002
0.04509776998	-0.02561087515	-0.08340627797	0.002
0.05089194745	0.0179165822	-0.04590742951	0.002
0.009004831225	0.00139288522	-0.05041688866	0.002
-0.05248313265	0.01823690723	-0.08275971951	0.002
0.02889099393	0.01937376669	-0.07772605355	0.002
0.02729037488	0.02065672065	-0.06725974574	0.002
0.0187061459	0.01894324248	-0.04580854893	0.002
0.08647167536	-0.004235514514	-0.04604643404	0.002
-0.02456529292	-0.005327996225	-0.05237625748	0.002
-0.06899813409	0.02043842469	-0.05326173831	0.002
0.002062560698	0.006199706129	-0.08778477573	0.002
-0.03237274885	0.02800024646	-0.04528129113	0.002
-0.00217753582	-0.02720014745	-0.08799738046	0.002
-0.04673791553	-0.02800001574	-0.06665291109	0.002
0.01526623131	0.005383201457	-0.07239034608	0.002
-0.07364562583	0.009135340972	-0.04940405321	0.002
-0.02321077796	-1.383339356e-05	-0.04724204865	0.002
-0.006237114344	0.02800089219	-0.07450427725	0.002
-0.06573822357	-0.02800069063	-0.06732861933	0.002
0.01318148165	0.01294048379	-0.07167222877	0.002
-0.03904947512	-0.01780829509	-0.08351578814	0.002
0.06688840177	-0.003669715587	-0.0435683165	0.002
-0.08373073479	-0.02651240611	-0.05084103664	0.002
0.06110211408	0.01729851453	-0.0709212423	0.002
-0.07392125649	0.01295884786	-0.04822976962	0.002
0.01785173078	0.02469880781	-0.08266249462	0.002
0.003987975417	-0.02372402907	-0.05075970984	0.002
0.07146147662	-0.02514716512	-0.05041792496	0.002
-0.009721265399	0.01525344224	-0.04771480749	0.002
0.02933986317	-0.01520346032	-0.052936448	0.002
0.02050171685	-0.02800004651	-0.05129062084	0.002
-0.0642954777	0.02093795656	-0.06886733535	0.002
0.04542627135	0.0005674125778	-0.06769749166	0.002
-0.007053250737	0.02636248263	-0.07094911907	0.002
-0.005505997441	-0.02519373764	-0.05731693532	0.002
0.08939637523	0.005442013332	-0.04005245011	0.002
-0.03091304634	0.001420826241	-0.04479852051	0.002
0.05085865974	0.01173652699	-0.07604387901	0.002
0.07928379801	0.0242946442	-0.0538148054	0.002
0.02499692695	0.01762583365	-0.06030625386	0.002
-0.03128088998	0.001755213944	-0.04075476601	0.002
-0.003879307396	0.0049257284	-0.08474849335	0.002
0.04144822965	-0.02410845464	-0.08276500559	0.002
-0.0426804625	0.01287792642	-0.08087994894	0.002
-0.04419079598	-0.01981287395	-0.07411739055	0.002
0.05953053898	0.006705014794	-0.07329961355	0.002
0.008621878906	0.01068519319	-0.07949885568	0.002
0.05808171466	0.007821640016	-0.06563971032	0.002
-0.0123760547	0.004342656637	-0.08264408873	0.002
0.03585496357	0.02652425538	-0.0562801872	0.002
-0.008976293907	-0.003744037952	-0.08764908628	0.002
-0.04044065707	0.004399684225	-0.05638119133	0.002
0.05901067476	0.02523010515	-0.05222199147	0.002
-0.00905413484	-0.02049109047	-0.07115441481	0.002
-0.06598854501	0.0234795584	-0.05032092141	0.002
0.04465467365	-0.01365675373	-0.05248818467	0.002
0.03446336821	0.0006708529906	-0.07233950629	0.002
-0.0103027065	-0.002697784997	-0.08402344483	0.002
-0.005285384575	-0.004837541849	-0.07959291236	0.002
-0.01795281742	-0.02726547095	-0.05719667993	0.002
0.005408314833	-0.02428222211	-0.07581381724	0.002
0.05156838242	-0.02411623305	-0.07302656809	0.002
0.03551773037	0.01498626645	-0.06474827146	0.002
-0.03351966191	-0.004482591697	-0.04415599544	0.002
0.07599890931	-0.02328552276	-0.05644413838	0.002
0.002861843424	0.006568531646	-0.04416236345	0.002
0.01770933154	-0.003537000685	-0.05784140279	0.002
-0.07767126077	0.005026694903	-0.04188390321	0.002
-0.06200408833	0.01682526392	-0.07586982592	0.002
0.002040624976	-0.0232681628	-0.09454926221	0.002
0.034512232	0.01267158641	-0.04653621237	0.002
0.04212814303	0.00332534172	-0.06705097916	0.002
0.003349262805	-0.01179733619	-0.0707684742	0.002
-0.0488935068	0.0280009217	-0.08023062699	0.002
-0.02653444042	-0.02800065122	-0.08016859629	0.002
-0.006551200453	0.02402375015	-0.07423362858	0.002
-0.006511940282	0.01843554315	-0.07849248355	0.002
0.02457983492	0.02508356097	-0.04664281438	0.002
-0.07580600967	0.02800031618	-0.04748094646	0.002
-0.00822229911	-0.005803676554	-0.09117137478	0.002
0.009414363844	-0.001041687673	-0.08076101846	0.002
0.06026606129	0.009309798221	-0.05622367422	0.002
-0.00376051221	-0.01777930605	-0.07592674395	0.002
0.06200977275	-0.01460584374	-0.0633921278	0.002
-0.04048818783	-0.01478296805	-0.08920905795	0.002
0.003595059717	0.02338185414	-0.06422461413	0.002
0.0770921869	0.02127768238	-0.03973038394	0.002
-0.01113325639	-0.009974630065	-0.0429200484	0.002
-0.03141797386	-0.02800034736	-0.06536030774	0.002
-0.08141370279	0.02799822296	-0.04240538792	0.002
0.01542371783	0.02327164212	-0.04008460651	0.002
0.005049301396	0.01617322743	-0.09474185285	0.002
-0.01765224912	0.002306879452	-0.08148900647	0.002
0.01348939736	-0.02378773541	-0.08840509121	0.002
-0.04007102304	0.01037336814	-0.04437294159	0.002
-0.01984302773	0.01717007684	-0.06282845707	0.002
0.007032547677	0.02564319378	-0.0411509147	0.002
0.05849032967	-0.01035265182	-0.05314675138	0.002
0.01693682308	-0.02499157176	-0.07826471559	0.002
-0.08343158143	-0.002317503099	-0.0513479407	0.002
-0.01883935576	0.02419302345	-0.09218117493	0.002
0.0006008121751	0.02188137923	-0.08935351048	0.002
-0.07148977907	-0.007969068816	-0.04279489416	0.002
0.001581618687	0.02399829375	-0.05071524936	0.002
-0.05319587304	-0.02182884787	-0.07481265047	0.002
-0.03197438403	0.0239808119	-0.06570569453	0.002
-0.02622641401	0.0233561877	-0.05935890146	0.002
0.01448260632	-0.02191745208	-0.04618215703	0.002
-0.07140844883	-0.02135005543	-0.05410954471	0.002
-0.01154857094	-0.02758085003	-0.06990297844	0.002
0.04760897179	0.009681565495	-0.07714677719	0.002
-0.02406071154	-0.01742698789	-0.08575057677	0.002
0.07114799987	-0.01816516837	-0.06737596173	0.002
0.05361903581	0.02473234835	-0.07737214358	0.002
0.0454101885	0.02079732552	-0.04775934055	0.002
0.05982782476	0.02305775581	-0.03926533139	0.002
0.06574566118	0.02800045066	-0.0517210308	0.002
-0.00771351735	0.005093479737	-0.05277766053	0.002
-0.07361936392	0.01949447241	-0.04132937033	0.002
0.006844520332	0.01246840975	-0.07505222851	0.002
0.01601232165	-0.01712182371	-0.07500807034	0.002
0.01230254499	-0.02756528422	-0.07314621722	0.002
-0.03381413647	0.02759689491	-0.04971823305	0.002
-0.04734528849	0.02532398597	-0.06532035757	0.002
-0.01702792979	-0.01666593887	-0.04810937535	0.002
-0.02749087651	-0.02800028011	-0.04701740518	0.002
-0.03792272876	-0.02030194682	-0.07002373245	0.002
0.009386204454	-0.005947746905	-0.04442648914	0.002
-0.02553659728	-0.01189755346	-0.05637958443	0.002
0.06364708964	0.008791582307	-0.0423653198	0.002
0.01999764177	0.008337174431	-0.09108160389	0.002
0.02164895036	0.01844765155	-0.05373692975	0.002
0.05009863507	0.01367505556	-0.05986160693	0.002
-0.006700678648	0.01243763778	-0.07399963132	0.002
0.06479960901	0.02588642253	-0.06660019208	0.002
-0.01102262698	0.007484776434	-0.08471618912	0.002
0.01424152664	0.002907640021	-0.09216231379	0.002
-0.03879682877	-0.005306602136	-0.06000581807	0.002
-0.04265128314	-0.008831951442	-0.06598499106	0.002
0.07070070773	0.01588873227	-0.04800375686	0.002
-0.01203977088	0.002381438144	-0.05796663898	0.002
-0.06464282391	-0.0001918010132	-0.03767113824	0.002
-0.08146918613	0.00988484746	-0.04352352397	0.002
0.04543188126	-0.004323905738	-0.05365128463	0.002
0.007438709148	-0.02453670124	-0.06152624817	0.002
-0.04048675323	-0.003936674805	-0.04510322128	0.002
0.02021971637	0.02800030185	-0.05421014161	0.002
-0.05319680445	0.02800036046	-0.07516424833	0.002
0.02382062131	0.01183414832	-0.05231961326	0.002
-0.00233932354	0.003564218983	-0.05392775037	0.002
0.0677296642	-0.01707875136	-0.05014852331	0.002
0.04532649908	0.02800004851	-0.0724597096	0.002
-0.008485963694	-0.01706815343	-0.06822794469	0.002
-0.06554171016	0.002008789874	-0.05906862304	0.002
-0.0217444318	-0.02114125294	-0.06447383998	0.002
0.04522205644	-0.01787003371	-0.07325106981	0.002
-0.03645828824	0.004724187236	-0.04042288487	0.002
-0.0727340758	-0.01291232708	-0.06561616371	0.002
0.0008251268262	-0.02226268209	-0.0487300962	0.002
0.01041876057	-0.0128940387	-0.07053257072	0.002
0.07987999744	0.02798249111	-0.04202925867	0.002
0.03003473942	0.0233981416	-0.0619248851	0.002
0.03792608375	0.02425926647	-0.04648907169	0.002
-0.06219615922	0.001857377151	-0.06413223412	0.002
-0.07624883448	-0.02529710299	-0.05559145969	0.002
0.01291689003	-0.02207829812	-0.0621568743	0.002
0.04620909051	-0.006838423798	-0.05063407821	0.002
-0.06496774694	0.01762474775	-0.07330625809	0.002
-0.04647676978	-0.02800026294	-0.04431623258	0.002
0.05821657733	0.02426996138	-0.06401022643	0.002
0.06861350717	-0.02622876568	-0.06991025656	0.002
0.04739050161	-0.02800067481	-0.07721312608	0.002
-0.0307135141	-0.00289101291	-0.05455536067	0.002
-0.06166653922	-0.002653147415	-0.07613044558	0.002
-0.02730804795	0.01593517225	-0.06572124293	0.002
-0.05818627863	0.02234218747	-0.07366617877	0.002
0.02575603519	-0.005599781728	-0.05548433094	0.002
-0.07296990694	-0.01868127436	-0.04506079246	0.002
-0.03670114676	-0.005608314844	-0.06339868753	0.002
-0.001291911531	0.004417112743	-0.09504577707	0.002
0.0578972662	-0.002120517562	-0.0479624487	0.002
0.006081274913	0.002098966297	-0.04039569782	0.002
-0.006384630257	0.0165912733	-0.06768479207	0.002
0.04068211412	-0.009075259291	-0.04893682454	0.002
-0.01827596149	-0.02097605972	-0.08873423653	0.002
0.08024969776	0.02408514461	-0.04296244884	0.002
-0.03248551935	0.02196225373	-0.08462297358	0.002
-0.02655555973	0.01765993001	-0.08295039324	0.002
-0.05636693121	0.008987982355	-0.06629406395	0.002
-0.03099013028	-0.001751052762	-0.05072417029	0.002
0.004750574381	-0.01495625742	-0.08440863804	0.002
0.05917616495	0.006453012545	-0.05958549377	0.002
-0.06064421917	-0.0008951992423	-0.07156177139	0.002
-0.05845764188	0.0209804782	-0.05678263089	0.002
-0.004093094749	0.00837911872	-0.04798738651	0.002
0.004824229918	0.002846949696	-0.05220714003	0.002
0.05218878507	-0.002126726035	-0.04282228154	0.002
-0.0345257156	-0.001867158559	-0.07642547801	0.002
0.03738525658	0.002355741641	-0.04494519656	0.002
0.01585590344	-0.02800062869	-0.06762933015	0.002
0.02314634521	-0.02037739472	-0.05934677328	0.002
0.01890198088	-0.003529082814	-0.09238160333	0.002
0.07725539793	-0.02241458211	-0.0527493771	0.002
-0.01147847421	-0.02515114277	-0.08975997913	0.002
-0.04674656712	-0.01801848781	-0.04664807468	0.002
0.008152819721	0.01740120499	-0.08058079448	0.002
-0.07227340471	0.0163434276	-0.06214620998	0.002
-0.04131062244	-0.01286809064	-0.05310509605	0.002
-0.03729773995	-0.02085920285	-0.07393430184	0.002
-0.04051194011	-0.0218431152	-0.08919774913	0.002
0.03361099324	-0.00270970127	-0.06747293995	0.002
-0.007388142359	0.004411107573	-0.06971219755	0.002
0.03315895966	-0.006020920263	-0.06467792496	0.002
-0.04799501505	0.01340585836	-0.04080809351	0.002
0.05947609369	-0.003669247046	-0.05129471496	0.002
-0.04905157766	0.02163924422	-0.05071812275	0.002
0.03632167928	-0.0001673822305	-0.07577898471	0.002
0.002212568128	0.01473564005	-0.06230155966	0.002
-0.05115363618	-0.02800066707	-0.07099071807	0.002
0.03186949693	-0.01471850441	-0.06252984801	0.002
0.08351153749	-0.02376236652	-0.04362504253	0.002
0.05495094652	0.01180649706	-0.04490367448	0.002
0.06936578074	-0.02128932469	-0.0450292745	0.002
-0.04658916527	-0.02800007993	-0.07998619745	0.002
-0.008383279697	0.007893746756	-0.0609290513	0.002
-0.08422873135	0.003279517718	-0.04999887605	0.002
0.07192247869	0.01208504845	-0.05964209947	0.002
-0.007114920527	-0.002442376865	-0.09491283913	0.002
0.005483055371	0.0008797924598	-0.07347253762	0.002
0.006171295764	0.01637061479	-0.0613845807	0.002
0.004671366085	-0.02074507718	-0.05628556589	0.002
-0.005326541373	0.01723464164	-0.0462008399	0.002
-0.07210538749	-0.0009368370257	-0.05168972532	0.002
-0.0414074589	-0.01499578875	-0.04705304176	0.002
0.05004546616	-0.012366168	-0.08265286822	0.002
-0.007492619667	-0.01145690786	-0.07274053833	0.002
-0.03139779497	0.0001508508542	-0.0852085008	0.002
-0.04219384305	-0.007455100867	-0.0778048668	0.002
-0.06907782618	0.0104255221	-0.04380422107	0.002
0.05124900813	-0.02510418499	-0.04016377097	0.002
-0.02033736494	-0.01139110332	-0.0436401679	0.002
0.05629951858	0.01553392558	-0.044374293	0.002
0.01173041852	0.02287792515	-0.07054460116	0.002
-0.05903219688	0.0260526469	-0.04466981356	0.002
0.03872049363	-0.02566058365	-0.05668785319	0.002
-0.03838856071	-0.006937646185	-0.08657223837	0.002
-0.05000099489	-0.01022536216	-0.06706269596	0.002
0.005433626237	-0.02098108889	-0.06020430575	0.002
0.01758518211	0.02448728525	-0.06637664036	0.002
-0.05206559043	0.01730595173	-0.05675943613	0.002
-0.05066471878	-0.006698639688	-0.04804035757	0.002
0.04535550215	0.001572097817	-0.08682343144	0.002
-0.06139019202	-0.003232778642	-0.05393998916	0.002
0.01049580653	0.004459465477	-0.04832709307	0.002
0.004249012902	-0.01766180693	-0.09786600364	0.002
0.03179720429	-0.02196250425	-0.06253941221	0.002
